Time (s),Gyroscope x (rad/s),Gyroscope y (rad/s),Gyroscope z (rad/s),Absolute (rad/s)
0.019755909,-5.2125129699707,-0.280005365610123,16.3122406005859,17.1271097351038
0.024481638,0,0.00221438659355044,0.000916297896765173,0.00239647862942948
0.026507638,0,0.00221438659355044,0.000916297896765173,0.00239647862942948
0.028520638,-0.00183259579353035,-0.000839939690195024,0.000305432622553781,0.00203892008488565
0.030529304,0,0.000381790770916268,-0.000305432622553781,0.00048893075141263
0.032535804,-0.000610865245107561,-0.000839939690195024,-0.000305432622553781,0.00108256367838817
0.034541004,-0.00122173049021512,-0.000839939690195024,0.000305432622553781,0.00151374144450308
0.036545337,0.00183259579353035,-0.000229074474191293,0.000305432622553781,0.00187194325344312
0.038548908,0.000610865245107561,-0.00145080499351025,-0.0021380283869803,0.00265502483235245
0.040552033,0.00122173049021512,-0.000229074474191293,0.00152716308366507,0.0019690930880882
0.04255481,-0.000610865245107561,-0.000839939690195024,0.000916297896765173,0.00138501150408995
0.04455471,-0.00244346098043025,0.00221438659355044,-0.00152716308366507,0.00363403861188767
0.046556982,-0.000610865245107561,-0.000229074474191293,0.0027488935738802,0.00282525173089517
0.048559065,0.000610865245107561,-0.000229074474191293,0.000305432622553781,0.000720361401885483
0.050560988,-0.000610865245107561,0.00160352129023522,0.0027488935738802,0.00324050192970746
0.052562773,-0.000610865245107561,0.000992655986919999,0.00152716308366507,0.00192113230678104
0.054564373,-0.00122173049021512,-0.00145080499351025,0.0021380283869803,0.00285808080771855
0.056565873,-0.00183259579353035,-0.000839939690195024,0.00152716308366507,0.00252905775136501
0.058567284,0,-0.000229074474191293,0.000305432622553781,0.000381790782557801
0.060568617,-0.00244346098043025,-0.00206167018041015,-0.000305432622553781,0.00321158443491645
0.06256988,-0.00305432616733015,0.00160352129023522,-0.000305432622553781,0.00346316011059197
0.06456978,-0.00305432616733015,0.00160352129023522,-0.000916297896765173,0.00356928434007317
0.066570922,-0.00366519158706069,-0.000229074474191293,0.00152716308366507,0.00397722661771942
0.068571967,-0.000610865245107561,0.000992655986919999,-0.000916297896765173,0.00148260719398791
0.070572967,-0.00305432616733015,0.000381790770916268,0.0021380283869803,0.00374777772989915
0.072573925,-0.00244346098043025,-0.000839939690195024,-0.000305432622553781,0.00260178579690376
0.074574845,-0.00366519158706069,0.00160352129023522,-0.0021380283869803,0.00453608589883742
0.076575729,-0.00305432616733015,-0.000229074474191293,-0.000305432622553781,0.00307809560249251
0.07857658,-0.000610865245107561,0.00160352129023522,-0.00152716308366507,0.00229709903139315
0.080577401,-0.00122173049021512,-0.00145080499351025,0.0021380283869803,0.00285808080771855
0.082578194,-0.00122173049021512,0.000381790770916268,-0.000916297896765173,0.00157416372054955
0.08457806,-0.000610865245107561,-0.000839939690195024,-0.000916297896765173,0.00138501150408995
